fid,LATITUDE,LONGITUDE,CanopyCover,Aspect,Elevation,SlopeD,CanopyBulkDensity,CanopyBaseHeight,CanopyHeight,40FireBehaviorFuel,PopDensity,BuildingDensity,HUDen
743596,47.83629,-117.52692,45,332,754,10,6,20,45,183,73,57,18
743597,47.92288,-117.52344,35,-1,648,2,1,100,35,161,37,41,14
743598,47.7854,-117.52638,35,241,552,14,9,16,35,122,0,0,0
743599,47.80331,-117.52629,0,167,775,24,0,0,0,122,0,0,0
743600,47.77459,-117.52632,45,24,530,3,8,8,45,185,76,49,28
743601,47.93422,-117.48505,0,-1,652,2,0,0,0,122,83,89,35
743602,47.77821,-117.52634,55,-1,471,0,1,100,55,161,0,0,0
743603,47.78563,-117.48886,0,190,532,28,0,0,0,122,16,8,5
743604,47.80706,-117.51568,15,138,683,14,3,48,15,122,0,0,0
743605,47.79272,-117.48901,0,156,603,12,0,0,0,122,0,0,0
743606,47.97659,-117.4771,0,-1,651,1,0,0,0,102,25,24,9
743607,48.03841,-117.46152,45,-1,722,1,8,12,45,188,13,8,3
743608,48.01278,-117.45053,0,-1,679,1,0,0,0,102,89,65,33
743609,47.99793,-117.42827,45,-1,691,0,8,12,45,188,0,0,0
743610,47.9651,-117.41205,0,-1,664,0,0,0,0,122,0,0,0
743611,47.98693,-117.41203,35,-1,688,1,6,37,35,185,0,0,0
743612,48.02939446,-117.3947573,0,-1,630,1,0,0,0,122,26,16,9
743613,48.0122,-117.38481,55,334,623,5,11,3,55,188,54,32,15
743614,48.01959,-117.36323,0,217,610,3,0,0,0,121,79,65,35
743615,48.01229,-117.36322,0,-1,582,0,0,0,0,122,0,0,0
743616,47.99409,-117.36317,55,-1,596,2,11,13,55,188,46,49,21
743617,47.97961,-117.36306,55,-1,602,2,11,3,55,188,75,81,27
743618,47.96874,-117.36304,45,-1,601,1,8,12,45,188,45,49,16
743619,47.9692,-117.3624,35,-1,603,2,6,10,35,162,38,41,14
743620,48.0417,-117.3605,45,259,653,4,8,12,45,188,25,16,8
743621,48.0272,-117.3604,55,-1,635,1,11,3,55,188,0,0,0
743622,47.9909,-117.3594,45,-1,600,0,8,12,45,188,15,16,7
743623,47.98687,-117.35771,45,-1,601,0,8,12,45,188,38,41,18
743624,47.98687,-117.35771,45,-1,601,0,8,12,45,188,38,41,18
743625,48.0207,-117.3575,0,-1,630,2,0,0,0,122,29,24,13
743626,47.9971,-117.3569,45,-1,591,1,8,12,45,188,68,73,25
743627,47.9821,-117.3593,55,-1,603,0,11,10,55,189,123,89,40
743628,47.98196,-117.37,0,-1,596,0,0,0,0,91,61,57,24
743629,48.03411,-117.3681,55,-1,640,2,11,3,55,188,124,81,40
743630,48.02331,-117.3674,0,236,616,5,0,0,0,122,0,0,0
743631,48.02331617,-117.3674141,0,231,614,4,0,0,0,122,0,0,0
743632,47.86414,-117.3474,25,-1,569,1,6,9,25,162,80,81,32
743633,47.80914,-117.3708,55,260,532,10,11,3,55,188,304,146,110
743634,47.85283,-117.3573,0,-1,565,1,0,0,0,122,104,65,33
743635,47.85149,-117.3704,0,120,509,3,0,0,0,91,58,32,19
743636,47.80752,-117.3546,25,11,558,5,4,23,25,162,117,49,37
743637,47.8533,-117.3549,0,-1,566,0,0,0,0,122,106,89,38
743638,47.8102,-117.3273,0,-1,577,1,0,0,0,102,25,16,9
743639,47.8282,-117.3682,45,-1,548,0,8,12,45,188,38,32,14
743640,47.8369,-117.3242,0,-1,597,2,0,0,0,121,8,8,3
743641,47.8177,-117.3659,0,-1,545,1,0,0,0,91,976,495,326
743642,47.8235,-117.3348,0,-1,580,1,0,0,0,91,57,49,17
743643,47.809,-117.3392,0,-1,581,1,0,0,0,91,229,130,79
743644,47.8262,-117.3634,0,-1,548,1,0,0,0,121,0,0,0
743645,47.8177,-117.3402,0,-1,576,2,0,0,0,122,243,211,94
743646,47.8227,-117.3382,45,-1,578,0,6,20,45,183,168,130,59
743647,47.826,-117.3652,0,-1,549,0,0,0,0,121,0,0,0
743648,47.8081,-117.3418,0,-1,579,1,0,0,0,91,103,57,36
743649,47.82195,-117.36551,0,-1,548,1,0,0,0,91,1269,503,363
743650,47.8525,-117.3561,0,-1,565,0,0,0,0,91,104,65,33
743651,47.8546,-117.4571,55,276,705,10,11,3,55,188,35,32,14
743652,47.85853,-117.36013,55,284,534,11,17,3,55,188,242,146,82
743653,47.8072,-117.43497,45,316,638,3,8,3,45,188,0,0,0
743654,47.81826,-117.403,0,262,594,3,0,0,0,91,2426,681,624
743655,47.84006,-117.35497,0,-1,565,1,0,0,0,91,117,73,37
743656,47.81087,-117.46731,0,40,742,11,0,0,0,93,0,0,0
743657,47.8255,-117.40845,0,-1,596,1,0,0,0,91,159,114,53
743658,47.82541,-117.43511,0,-1,633,1,0,0,0,121,34,32,12
743659,47.862,-117.46253,55,-1,639,1,1,100,55,161,0,0,0
743660,47.82169,-117.46738,0,354,717,8,0,0,0,102,38,32,13
743661,47.84368,-117.47315,15,44,706,4,5,22,15,122,28,24,10
743662,47.86585,-117.38704,55,94,587,4,11,3,55,188,121,73,40
743663,47.81823,-117.4084,45,201,591,3,6,20,45,183,1639,479,445
743664,47.81823,-117.4084,45,201,591,3,6,20,45,183,1639,479,445
743665,47.86556,-117.4353,45,5,642,6,8,5,45,188,113,65,25
743666,47.81465,-117.37074,45,-1,539,2,6,20,45,183,354,187,144
743667,47.84361,-117.33909,0,-1,566,0,0,0,0,91,140,122,56
743668,47.81828,-117.36546,0,-1,546,1,0,0,0,91,953,487,320
743669,47.8376,-117.3546,25,-1,565,0,6,3,25,162,106,73,31
743670,47.80727,-117.34421,45,-1,577,1,6,20,45,183,210,105,70
743671,47.80729,-117.33886,45,-1,581,1,8,12,45,188,278,130,86
743672,47.81458,-117.3282,55,256,594,5,11,3,55,188,0,0,0
743673,47.82556,-117.36027,35,277,552,4,9,3,35,162,10,8,1
743674,47.85838,-117.33891,0,-1,569,0,0,0,0,91,151,138,56
743675,47.85834,-117.3406,0,-1,569,1,0,0,0,102,148,122,48
743676,47.86287,-117.3503,0,-1,568,2,0,0,0,122,0,0,0
743677,47.83389,-117.3558,0,-1,562,2,0,0,0,121,70,41,18
743678,47.8358,-117.3663,25,-1,547,0,6,9,25,162,0,0,0
743679,47.81554,-117.3336,0,-1,582,0,0,0,0,102,84,73,33
743680,47.85369,-117.3513,25,-1,567,0,6,9,25,162,83,81,32
743681,47.93439095,-117.4699468,0,-1,647,1,0,0,0,121,15,32,20
743682,47.94162,-117.4635,0,196,646,3,0,0,0,121,0,0,0
743683,47.89446,-117.46269,0,-1,633,1,0,0,0,121,105,32,16
743684,47.93082998,-117.4579,35,-1,625,1,1,100,35,161,0,0,0
743685,47.92724,-117.45231,0,-1,625,1,0,0,0,122,16,16,6
743686,47.87284,-117.44616,0,-1,629,2,0,0,0,121,15,16,3
743687,47.92724,-117.44137,0,-1,629,1,0,0,0,102,49,49,17
743688,47.88734,-117.44088,65,242,579,3,1,100,65,161,0,0,0
743689,47.89467,-117.43029,25,-1,607,2,6,9,25,162,125,122,49
743690,47.94174,-117.42583,25,43,657,3,4,23,25,162,19,16,8
743691,47.90197,-117.42508,15,216,587,12,5,8,15,122,29,24,9
743692,47.92009,-117.42001,45,-1,636,2,8,7,45,162,38,32,15
743693,47.90201,-117.4197,35,-1,597,0,6,10,35,162,10,8,3
743694,47.90201,-117.4197,35,-1,597,0,6,10,35,162,10,8,3
743695,47.91666667,-117.4166667,0,19,620,3,0,0,0,122,35,41,16
743696,47.91287,-117.41447,35,-1,616,2,9,3,35,162,63,73,30
743697,47.93472,-117.4097,45,-1,617,2,8,3,45,188,19,16,8
743698,47.93108,-117.40412,55,-1,612,1,11,3,55,188,86,73,34
743699,47.90566,-117.393,55,-1,599,2,11,3,55,188,0,0,0
743700,47.88036,-117.38197,35,178,532,3,1,100,35,161,62,41,31
743701,47.90568,-117.37683,55,-1,577,1,11,3,55,188,0,0,0
743702,47.90925999,-117.3768,0,-1,577,0,0,0,0,102,11,16,5
743703,47.88764,-117.37658,25,151,557,11,6,9,25,162,124,81,63
743704,47.87673,-117.37657,35,-1,521,2,1,100,35,161,16,8,6
743705,47.9021,-117.3714,0,-1,570,0,0,0,0,91,8,8,3
743706,47.92724,-117.45231,0,-1,625,1,0,0,0,122,16,16,6
743707,47.87309,-117.3819,45,-1,556,2,8,5,45,188,110,57,34
743708,47.88026,-117.41959,45,-1,610,2,8,31,45,188,0,0,0
743709,47.87668,-117.4088,45,248,626,6,8,12,45,188,28,24,11
743710,47.94162,-117.45802,0,289,663,3,0,0,0,122,0,0,0
743711,47.87284,-117.44075,0,75,609,3,0,0,0,142,107,57,23
743712,47.93083,-117.45787,35,-1,625,1,1,100,35,161,0,0,0
743713,47.89116,-117.41971,45,294,578,6,8,3,45,188,24,24,11
743714,47.88754,-117.41968,55,347,587,8,11,3,55,188,31,32,15
743715,47.90926,-117.37685,0,-1,577,0,0,0,0,102,11,16,5
743716,47.86942,-117.37642,45,81,544,4,8,3,45,188,116,81,43
743717,47.95263,-117.40974,0,-1,655,1,0,0,0,121,25,24,10
743718,47.90208,-117.38219,45,-1,582,0,8,3,45,188,87,73,31
743719,47.9271,-117.46867,35,-1,648,2,6,10,35,162,72,49,20
743720,47.90921,-117.42517,55,-1,631,2,11,13,55,188,28,32,13
743721,47.88764,-117.37658,25,151,557,11,6,9,25,162,124,81,63
743722,47.93803,-117.45797,0,177,644,3,0,0,0,121,0,0,0
743723,47.93821,-117.42046,25,-1,648,2,4,23,25,162,105,89,42
743724,47.88763,-117.39279,0,-1,611,2,0,0,0,102,44,32,27
743725,47.89125,-117.38743,25,219,564,12,4,23,25,162,96,73,32
743726,47.88736,-117.4355,35,230,603,5,9,3,35,162,0,0,0
743727,47.94528,-117.38269,35,-1,644,1,6,24,35,162,29,24,10
743728,47.87654,-117.43014,0,260,611,9,0,0,0,122,21,16,7
743729,47.94164,-117.45259,0,-1,662,0,0,0,0,122,108,73,32
743730,47.9236,-117.371,0,-1,580,1,0,0,0,102,0,0,0
743731,47.79264855,-117.3688665,55,313,560,3,11,3,55,188,459,292,248
743732,47.79267,-117.40271,45,122,540,17,8,8,45,185,943,333,304
743733,47.79269,-117.36517,0,-1,564,2,0,0,0,91,1913,1217,1032
743734,47.7927,-117.3705,45,315,554,4,8,3,45,188,64,41,34
743735,47.7927,-117.3705,45,315,554,4,8,3,45,188,64,41,34
743736,47.79271,-117.37597,55,-1,501,1,11,12,55,189,244,130,91
743737,47.79277,-117.46193,0,91,719,8,0,0,0,93,0,0,0
743738,47.7949,-117.3775,55,-1,498,1,1,100,55,161,251,146,74
743739,47.79639,-117.37592,0,264,500,3,0,0,0,122,167,81,49
743740,47.79850253,-117.363732,0,331,550,5,0,0,0,101,807,227,217
743741,47.79992,-117.43489,0,-1,618,2,0,0,0,121,80,57,33
743742,47.80006,-117.39201,0,153,528,14,0,0,0,91,1123,373,347
743743,47.80008,-117.38666,0,-1,508,1,0,0,0,91,206,138,89
743744,47.80355,-117.42956,35,160,616,8,6,10,35,162,30,24,10
743745,47.80367,-117.36535,0,137,549,3,0,0,0,91,132,73,50
743746,47.80369,-117.3974,0,-1,558,2,0,0,0,91,2226,665,644
743747,47.80369,-117.3974,0,-1,558,2,0,0,0,91,2226,665,644
743748,47.80373,-117.38666,35,-1,540,1,6,24,35,162,0,0,0
743749,47.79992,-117.43489,0,-1,618,2,0,0,0,121,80,57,33
743750,47.80367,-117.40811,0,320,555,6,0,0,0,91,51,41,16
743751,47.79998,-117.44571,35,26,699,6,6,10,35,162,0,0,0
743752,47.79638,-117.39736,55,141,516,19,11,10,55,188,1137,438,417
743753,47.79276,-117.45654,0,59,696,6,0,0,0,121,0,0,0
743754,47.79632,-117.40808,35,-1,557,2,6,10,35,162,606,89,326
743755,47.79635,-117.3652,0,333,553,4,0,0,0,91,2468,665,638
743756,47.79635,-117.3652,0,333,553,4,0,0,0,91,2468,665,638
743757,47.7927,-117.37053,45,315,554,4,8,3,45,188,64,41,34
743758,47.7966,-117.369,0,-1,549,1,0,0,0,91,1452,462,405
743759,47.7927,-117.37053,45,315,554,4,8,3,45,188,64,41,34
743760,47.79638,-117.37047,0,-1,549,1,0,0,0,91,962,324,269
743761,47.79631,-117.34945,0,-1,579,1,0,0,0,121,794,373,281
743762,47.79653,-117.3174,0,-1,580,0,0,0,0,102,0,0,0
743763,47.80363,-117.34416,45,-1,581,1,6,20,45,183,194,97,64
743764,47.7988,-117.3663,65,279,535,11,16,3,65,188,406,122,115
743765,47.7908,-117.3379,0,-1,570,2,0,0,0,91,1523,600,477
743766,47.7861,-117.281,0,213,586,5,0,0,0,93,0,0,0
743767,47.8038,-117.3704,0,-1,552,1,0,0,0,91,256,138,91
743768,47.7954,-117.2791,55,198,633,13,11,3,55,188,69,49,23
743769,47.8038,-117.2371,0,118,630,8,0,0,0,91,161,73,34
743770,47.7911,-117.2045,65,65,608,13,16,3,65,162,57,49,20
743771,47.7965,-117.3605,0,-1,566,1,0,0,0,91,2398,843,769
743772,47.80415,-117.3001,0,20,611,3,0,0,0,121,82,81,28
743773,47.79467,-117.204,45,245,676,15,8,12,45,188,8,8,4
743774,47.79548,-117.3694,0,212,544,4,0,0,0,91,1110,357,316
743775,47.78942,-117.3486,0,-1,574,2,0,0,0,121,401,260,187
743776,47.7855,-117.2267,0,322,735,5,0,0,0,93,0,0,0
743777,47.80685,-117.3066,45,164,688,3,8,12,45,188,32,32,12
743819,47.77458,-117.44025,25,187,529,6,6,9,25,162,0,0,0
743820,47.78179,-117.4243,0,59,515,6,0,0,0,91,15,8,6
743821,47.77461,-117.41908,0,285,536,4,0,0,0,91,385,138,139
743822,47.78539,-117.4135,45,175,505,13,8,25,45,188,0,18,0
743823,47.78543,-117.40811,0,170,494,4,0,0,0,91,0,72,0
743824,47.77349721,-117.4053548,0,-1,540,2,0,0,0,91,251,146,66
743825,47.7638,-117.40313,45,-1,539,1,6,20,45,183,112,41,41
743826,47.76743,-117.40311,0,-1,540,0,0,0,0,91,268,97,99
743827,47.7385,-117.39804,0,317,611,3,0,0,0,91,0,24,0
743828,47.74933,-117.39797,0,-1,597,0,0,0,0,91,195,73,6
743829,47.76741,-117.39778,0,293,550,3,0,0,0,91,2000,673,786
743830,47.77828,-117.39761,45,218,547,3,6,20,45,183,988,316,492
743831,47.78191,-117.39752,0,298,501,3,0,0,0,98,509,0,0
743832,47.78189,-117.39222,0,271,563,20,0,0,0,91,749,381,382
743833,47.78189,-117.39222,0,271,563,20,0,0,0,91,749,381,382
743834,47.78189,-117.3922,0,271,563,20,0,0,0,91,749,381,382
743835,47.73486,-117.38726,0,-1,613,1,0,0,0,122,216,16,87
743836,47.77102,-117.3871,0,-1,558,2,0,0,0,91,872,365,288
743837,47.77827,-117.38699,0,357,577,3,0,0,0,91,197,65,68
743838,47.78189,-117.38686,0,124,604,13,0,0,0,122,0,0,0
743839,47.7891,-117.38665,55,320,517,7,11,3,55,188,14,8,8
743840,47.7891,-117.38665,55,320,517,7,11,3,55,188,14,8,8
743841,47.77826,-117.37622,0,-1,566,1,0,0,0,91,149,89,58
743842,47.78543,-117.37606,45,154,586,10,8,12,45,188,30,16,9
743843,47.77101,-117.371,0,13,567,6,0,0,0,91,0,0,0
743844,47.77101,-117.371,0,13,567,6,0,0,0,91,0,0,0
743845,47.77101,-117.371,0,13,567,6,0,0,0,91,0,0,0
743846,47.77101,-117.371,0,13,567,6,0,0,0,91,0,0,0
743847,47.78185999,-117.3655,45,225,554,10,8,3,45,188,119,65,51
743848,47.77101,-117.36561,0,-1,581,1,0,0,0,91,107,49,8
743849,47.74555,-117.36574,0,-1,594,2,0,0,0,91,0,0,0
743850,47.7452,-117.3658,0,153,592,3,0,0,0,122,0,0,0
743851,47.74517,-117.3699,45,123,597,3,6,20,45,183,0,0,0
743852,47.869591,-117.357583,25,-1,559,1,6,3,25,162,28,8,11
743853,47.87298,-117.32839,45,277,605,4,8,12,45,188,0,0,0
743854,47.8731,-117.355,45,-1,555,2,8,3,45,188,0,0,0
743855,47.87312,-117.3443,0,-1,578,1,0,0,0,91,176,138,65
743856,47.87677,-117.3391,45,-1,578,1,8,3,45,188,0,0,0
743857,47.87728854,-117.338461,45,-1,577,0,8,3,45,188,0,0,0
743858,47.89125,-117.3553,0,-1,520,2,0,0,0,91,235,227,94
743859,47.8947,-117.334,45,-1,575,0,8,12,45,188,0,0,0
743860,47.8948,-117.3445,35,272,544,5,9,3,35,162,29,24,11
743861,47.89487,-117.36062,25,-1,542,2,6,9,25,162,15,16,6
743862,47.89486998,-117.3606,25,-1,542,2,6,9,25,162,15,16,6
743863,47.89824,-117.33403,0,-1,574,0,0,0,0,102,67,65,25
743864,47.89832,-117.33939,35,283,567,4,9,3,35,162,59,57,22
743865,47.89847,-117.36068,0,-1,579,0,0,0,0,91,45,49,18
743866,47.9006,-117.3212,45,-1,575,2,8,13,45,188,42,8,14
743867,47.90172,-117.3287,45,-1,574,0,8,3,45,188,17,16,6
743868,47.9031,-117.3541,0,-1,560,0,0,0,0,122,117,89,50
743869,47.8734,-117.3237,45,306,612,5,1,100,45,161,0,0,0
743870,47.8762,-117.3447,45,-1,577,1,8,3,45,188,13,8,4
743871,47.8717,-117.3508,0,264,565,3,0,0,0,122,62,65,22
743872,47.8962,-117.3529,0,224,538,5,0,0,0,91,132,105,52
743873,47.873,-117.3462,0,-1,576,1,0,0,0,91,135,105,50
743874,47.8722,-117.3402,45,-1,577,0,8,3,45,188,126,97,46
743875,47.88276,-117.3488,0,-1,569,1,0,0,0,102,48,49,21
743876,47.89215,-117.3367,0,-1,573,1,0,0,0,91,26,49,23
743877,47.89924,-117.3651,0,-1,574,0,0,0,0,121,23,24,9
743878,47.90124,-117.3627,45,-1,574,1,8,3,45,188,30,32,12
743879,47.90155,-117.3209,45,-1,574,2,8,3,45,188,0,0,0
743880,47.87233,-117.3485,0,-1,574,1,0,0,0,122,93,89,33
743881,47.89249,-117.3595,45,-1,529,1,8,8,45,185,110,105,42
743882,47.89329,-117.3669,45,150,558,19,8,12,45,188,23,24,9
743883,47.95578,-117.31855,0,172,631,11,0,0,0,122,11,8,5
743884,47.94494,-117.31845,0,-1,590,2,0,0,0,103,31,32,14
743885,47.94134,-117.31843,0,-1,593,2,0,0,0,102,84,89,38
743886,47.85827,-117.31771,0,-1,585,0,0,0,0,91,61,57,23
743887,47.9554,-117.3157,45,274,648,11,8,12,45,188,22,16,9
743888,47.93055,-117.31299,45,293,651,14,8,12,45,188,0,0,0
743889,47.91616,-117.31287,0,-1,598,1,0,0,0,121,0,0,0
743890,47.94137999,-117.3077,0,231,653,7,0,0,0,91,88,81,39
743891,47.8992,-117.3075,45,-1,590,0,8,31,45,188,31,32,12
743892,47.89076,-117.30709,35,-1,598,2,1,100,35,161,15,16,6
743893,47.8691,-117.307,0,-1,730,2,0,0,0,93,0,0,0
743894,47.84378,-117.30169,0,266,593,9,0,0,0,102,42,32,14
743895,47.86555,-117.29622,45,233,665,8,8,3,45,188,0,0,0
743896,47.93416,-117.29603,0,38,723,3,0,0,0,122,0,0,0
743897,47.91978,-117.29603,0,137,643,9,0,0,0,122,5,8,3
743898,47.87265,-117.29588,0,83,726,3,0,0,0,93,0,0,0
743899,47.96845,-117.29271,45,38,689,10,8,5,45,188,13,16,4
743900,47.87526839,-117.2926588,0,-1,719,2,0,0,0,93,41,49,21
743901,47.9592,-117.2857,45,90,738,10,8,3,45,188,0,0,0
743902,47.85844,-117.2804,45,305,615,4,8,3,45,188,70,57,25
743903,47.9227,-117.2799,45,149,663,6,8,5,45,188,37,41,14
743904,47.90888,-117.2797,0,-1,595,0,0,0,0,93,0,0,0
743905,47.89434,-117.2742,45,303,707,7,8,5,45,188,8,8,3
743906,47.84409,-117.26421,35,304,604,10,6,24,35,162,46,41,19
743907,47.91586999,-117.2633,0,170,609,7,0,0,0,91,67,73,26
743908,47.909,-117.3173,55,261,587,5,11,3,55,188,0,0,0
743909,47.9534,-117.3082,0,143,761,11,0,0,0,122,0,0,0
743910,47.8288,-117.2792,0,-1,718,1,0,0,0,102,41,49,16
743911,47.9146,-117.3018,55,-1,595,0,11,3,55,188,47,73,27
743912,47.9277,-117.2674,45,54,643,9,8,12,45,188,20,24,9
743913,47.9605,-117.2831,25,22,696,10,4,13,25,142,0,0,0
743914,47.819,-117.3082,0,238,721,3,0,0,0,121,31,41,11
743915,47.9115,-117.3186,35,260,581,5,6,10,35,162,0,0,0
743916,47.9065,-117.2687,0,-1,600,0,0,0,0,102,7,8,3
743917,47.9666,-117.3165,45,263,673,10,8,12,45,188,0,0,0
743918,47.9113,-117.3075,0,-1,599,0,0,0,0,122,84,16,27
743919,47.8897,-117.3057,0,339,604,5,0,0,0,103,0,0,0
743920,47.9406,-117.3146,0,263,600,5,0,0,0,142,92,89,39
743921,47.95372,-117.2727,55,39,673,3,11,12,55,188,51,41,20
743922,47.82367,-117.3147,55,-1,674,2,11,3,55,162,10,8,3
743923,47.92381,-117.3173,0,251,601,5,0,0,0,121,0,0,0
743924,47.82746,-117.284,0,-1,723,2,0,0,0,102,69,73,26
743925,47.94643,-117.3146,0,230,620,16,0,0,0,121,59,57,26
743926,47.82367,-117.3148,55,263,673,5,11,3,55,188,0,0,0
743927,47.92312,-117.2868,35,186,707,13,6,24,35,162,0,0,0
743928,47.90947,-117.3028,55,-1,594,0,11,3,55,188,16,16,7
743929,47.93332,-117.2594,45,128,641,12,8,12,45,188,64,81,28
743930,47.8807,-117.2597,0,114,642,8,0,0,0,122,9,8,3
743931,47.83501,-117.2971,55,310,666,6,11,8,55,188,63,49,22
743932,47.84137,-117.2719,0,35,606,7,0,0,0,102,37,32,15
743990,47.97952,-117.3042,45,352,637,9,8,5,45,188,56,24,12
743991,47.98987,-117.3038,55,-1,553,2,11,3,55,162,0,0,0
743992,48.01919,-117.3035,0,-1,626,1,0,0,0,93,0,0,0
743993,47.98298,-117.29793,55,288,620,18,11,3,55,188,36,32,14
743994,47.9979,-117.2952,45,112,578,8,8,12,45,188,0,0,0
743995,47.9964,-117.2943,35,123,554,7,1,100,35,161,0,0,0
743996,48.0145,-117.2934,45,-1,616,1,8,12,45,188,47,41,17
743997,47.98553452,-117.2908914,35,-1,585,2,6,24,35,162,0,0,0
743998,48.00108,-117.28699,45,307,567,3,8,5,45,188,319,235,147
743999,48.01566,-117.2869,25,130,611,7,4,23,25,162,189,73,45
744000,48.0134,-117.2869,0,134,594,3,0,0,0,122,168,57,35
744001,47.99673,-117.2867,35,116,565,4,9,6,35,185,458,338,211
744002,48.03307,-117.2827,35,318,663,5,6,24,35,162,10,8,3
744003,48.0159,-117.2821,0,51,585,7,0,0,0,91,154,114,50
744004,47.99015,-117.28164,65,274,594,4,16,3,65,162,0,0,0
744005,47.99743,-117.28159,45,285,579,13,8,12,45,185,326,229,153
744006,47.99743,-117.28159,45,285,579,13,8,12,45,185,326,229,153
744007,47.99743,-117.28159,45,285,579,13,8,12,45,185,326,229,153
744008,48.00107,-117.28157,25,255,572,14,4,8,25,185,589,374,275
744009,48.00471,-117.28154,55,261,580,4,11,3,55,162,55,41,25
744010,48.02293,-117.28144,0,179,651,9,0,0,0,122,31,24,10
744011,48.00646,-117.2805,35,289,585,6,6,10,35,162,0,0,0
744012,47.9895,-117.2802,65,281,607,7,16,3,65,162,22,24,11
744013,48.00919,-117.28,35,265,580,3,6,10,35,162,103,81,41
744014,48.0001,-117.2761,0,278,616,5,0,0,0,91,29,24,10
744015,48.02287,-117.276,55,120,566,5,11,3,55,188,9,8,3
744016,48.0014,-117.2738,0,226,620,5,0,0,0,122,19,16,6
744017,47.99549,-117.2733,0,-1,616,2,0,0,0,121,77,73,30
744018,48.0231,-117.2719,45,-1,563,2,1,100,45,161,98,89,35
744019,47.99738,-117.2707,55,-1,615,1,11,3,55,188,48,41,16
744020,48.00104,-117.27067,45,-1,624,2,8,12,45,188,77,65,26
744021,48.02642,-117.27051,0,141,567,4,0,0,0,91,35,32,12
744022,48.00618,-117.2699,45,262,665,3,8,3,45,188,0,0,0
744023,47.98761,-117.2843,0,-1,589,1,0,0,0,91,0,0,0
744074,48.04075,-117.22721,0,131,650,4,0,0,0,121,0,0,0
744075,48.04075,-117.22721,0,131,650,4,0,0,0,121,0,0,0
744095,48.0413,-117.2518,35,149,610,4,6,10,35,162,31,24,10
744097,48.0381,-117.2211,0,314,628,3,0,0,0,181,13,16,7
744099,48.0453,-117.2215,0,219,692,4,0,0,0,102,13,8,5
744102,48.0387,-117.2264,55,-1,638,2,11,3,55,162,18,16,8
744103,48.0387,-117.2082,0,276,682,3,0,0,0,91,4,8,3
744107,48.04035,-117.2719,35,280,672,5,6,24,35,162,10,8,3
744116,48.03869,-117.2289,35,147,643,3,9,3,35,162,49,41,20
744121,48.02629,-117.2325,0,-1,635,2,0,0,0,122,0,0,0
744122,48.03355,-117.23248,25,-1,626,1,1,100,25,122,155,122,54
744123,48.03355,-117.23248,25,-1,626,1,1,100,25,122,155,122,54
744124,47.97900999,-117.2276,15,324,664,9,5,20,15,122,64,57,24
744125,48.00452,-117.2272,25,-1,682,1,4,48,25,186,0,0,0
744126,48.00452,-117.2272,25,-1,682,1,4,48,25,186,0,0,0
744127,48.01898,-117.22711,55,-1,647,1,11,3,55,162,66,49,24
744128,48.0115,-117.2271,15,76,664,6,5,46,15,183,31,24,11
744129,48.0115,-117.2271,15,76,664,6,5,46,15,183,31,24,11
744130,48.00236157,-117.2261738,45,-1,679,1,8,3,45,186,0,0,0
744131,47.9972,-117.22193,0,220,694,4,0,0,0,102,0,0,0
744132,48.01532,-117.2217,25,260,663,6,4,77,25,186,71,57,26
744133,48.01532,-117.22168,25,260,663,6,4,77,25,186,71,57,26
744134,47.98986,-117.21673,0,201,671,6,0,0,0,183,60,49,21
744135,47.98256,-117.21147,55,-1,671,0,11,3,55,162,9,8,3
744136,48.00802,-117.21108,0,-1,696,1,0,0,0,181,71,57,26
744137,48.00802,-117.21108,0,-1,696,1,0,0,0,181,71,57,26
744138,48.01886,-117.21098,25,-1,676,2,4,77,25,186,66,49,24
744139,47.98254,-117.2061,25,359,733,6,4,48,25,183,0,0,0
744140,48.00072,-117.20588,0,254,746,6,0,0,0,181,0,0,0
744141,48.03332,-117.20555,0,-1,679,2,0,0,0,102,16,32,11
744142,48.03332,-117.20555,0,-1,679,2,0,0,0,102,16,32,11
744143,47.99704,-117.2006,25,297,721,15,4,48,25,183,50,41,18
744144,48.01516,-117.20041,0,348,730,8,0,0,0,183,31,24,11
744145,47.98975,-117.1953,65,2,730,10,16,6,65,165,0,0,0
744146,48.01142,-117.18977,0,314,767,6,0,0,0,181,18,16,8
744147,47.98243,-117.18469,75,270,869,18,22,12,75,165,0,0,0
744148,47.99323,-117.17929,75,280,752,12,22,3,75,162,12,16,8
744149,48.0122,-117.2083,0,-1,701,2,0,0,0,183,0,0,0
744150,48.0123,-117.2297,55,-1,660,2,11,3,55,162,92,73,34
744151,48.0268,-117.2297,0,-1,637,1,0,0,0,102,0,0,0
744152,48.0185,-117.2024,25,-1,695,0,4,48,25,183,44,41,16
744153,48.0296,-117.1987,0,-1,679,1,0,0,0,181,132,97,49
744154,47.9947,-117.1804,45,130,753,14,8,12,45,188,30,41,20
744155,48.0196,-117.222,0,325,650,3,0,0,0,183,77,57,28
744156,47.9824,-117.1795,0,62,889,21,0,0,0,161,0,0,0
744157,47.99495,-117.229,55,-1,643,2,11,3,55,162,49,41,18
744158,48.02091,-117.2268,0,-1,643,1,0,0,0,91,77,57,28
744159,47.97639,-117.2323,0,16,679,10,0,0,0,181,8,8,3
744160,48.02739,-117.2273,0,-1,641,2,0,0,0,102,0,0,0
744161,48.00857,-117.1893,25,183,767,9,4,18,25,162,18,16,8
