fid,LATITUDE,LONGITUDE,CanopyCover,Aspect,Elevation,SlopeD,CanopyBulkDensity,CanopyBaseHeight,CanopyHeight,40FireBehaviorFuel,PopDensity,BuildingDensity,HUDen
744323,47.68031,-117.2055,0,-1,612,1,0,0,0,122,0,0,0
744324,47.67796,-117.2263,0,-1,607,1,0,0,0,91,678,65,342
744325,47.6788,-117.2071,0,200,592,7,0,0,0,91,0,0,0
744326,47.67824,-117.2402,0,145,617,13,0,0,0,101,3448,511,1539
744327,47.67825,-117.24,0,104,608,19,0,0,0,91,3601,487,1634
744328,47.67874,-117.218,0,-1,605,2,0,0,0,91,0,56,0
744329,47.69752,-117.2535,0,231,676,17,0,0,0,91,42,16,12
744330,47.67887,-117.2324,0,190,603,4,0,0,0,91,4330,527,2149
744331,47.6772,-117.2067,0,336,602,4,0,0,0,122,0,10,0
744332,47.67296,-117.1943,0,209,602,3,0,0,0,91,0,37,0
744333,47.67563,-117.2441,0,5,600,4,0,0,0,91,1269,560,546
744334,47.67876,-117.1857,0,-1,597,1,0,0,0,98,0,0,0
744335,47.67427,-117.23,0,-1,604,1,0,0,0,91,1461,146,519
744336,47.69053,-117.2291,0,203,601,3,0,0,0,122,0,9,0
744337,47.67942,-117.2347,0,204,619,8,0,0,0,122,4341,479,1979
744338,47.68404,-117.2229,35,52,599,12,6,24,35,162,0,40,0
744339,47.69425,-117.2495,0,146,595,11,0,0,0,122,29,20,12
744340,47.67878,-117.2353,0,166,608,5,0,0,0,91,6244,746,2897
744341,47.82476,-117.2065,15,260,667,20,3,35,15,122,8,8,3
744342,47.82766,-117.2158,0,222,619,9,0,0,0,122,0,0,0
744343,47.8287,-117.2167,25,156,621,10,4,23,25,162,0,0,0
744344,47.82942,-117.1986,35,273,653,17,9,3,35,162,20,8,6
744345,47.833094,-117.237086,35,81,668,12,6,9,35,142,6,8,3
744346,47.83688,-117.2427,0,307,640,5,0,0,0,91,19,24,10
744347,47.8387,-117.2243,55,291,634,12,11,3,55,162,26,24,9
744348,47.83999,-117.2455,0,254,622,3,0,0,0,103,60,24,12
744349,47.84012,-117.1996,0,119,681,17,0,0,0,122,0,0,0
744350,47.84413,-117.2155,0,295,676,9,0,0,0,122,11,8,4
744351,47.8504,-117.2385,0,63,706,3,0,0,0,121,58,41,21
744352,47.85082001,-117.1832,0,211,761,10,0,0,0,102,35,32,13
744353,47.8509,-117.1899,0,65,756,9,0,0,0,122,32,24,11
744354,47.85159,-117.23738,0,81,698,7,0,0,0,102,81,65,32
744355,47.8546,-117.2353,0,88,704,9,0,0,0,122,15,16,7
744356,47.85485,-117.21045,35,140,770,10,6,24,35,162,0,0,0
744357,47.85512,-117.22665,65,319,679,9,16,6,65,165,53,57,25
744358,47.85649,-117.2264,35,151,711,10,6,24,35,162,15,16,7
744359,47.85834,-117.20509,45,148,830,11,8,25,45,186,0,0,0
744360,47.8669,-117.2489,55,42,610,13,11,3,55,162,26,16,9
744361,47.90442,-117.3237,25,-1,573,0,4,23,25,162,0,0,0
744362,47.9051,-117.3414,45,-1,521,2,8,5,45,188,141,113,55
744363,47.90569,-117.36608,55,-1,568,0,11,3,55,188,203,178,85
744364,47.90916,-117.34485,45,-1,524,2,6,20,45,183,177,138,68
744365,47.90922,-117.3555,0,-1,577,0,0,0,0,121,128,138,66
744366,47.91036,-117.3402,35,-1,522,2,1,100,35,161,119,93,46
744367,47.91266,-117.33955,25,-1,523,1,6,6,25,186,260,203,101
744368,47.91279,-117.35553,0,297,577,3,0,0,0,122,182,154,74
744369,47.9132,-117.358,0,-1,570,1,0,0,0,91,207,170,83
744370,47.91548,-117.3516,45,-1,581,1,6,20,45,183,115,114,46
744371,47.91634,-117.35024,0,-1,580,1,0,0,0,91,56,57,23
744372,47.91634,-117.35024,0,-1,580,1,0,0,0,91,56,57,23
744373,47.9166,-117.3476,0,-1,572,2,0,0,0,91,81,73,32
744374,47.9193,-117.3484,45,-1,577,2,8,3,45,188,0,0,0
744375,47.9195,-117.3672,0,-1,587,1,0,0,0,102,11,16,5
744376,47.91973,-117.32365,45,-1,572,2,8,12,45,188,17,16,8
744377,47.9222,-117.3502,0,260,585,6,0,0,0,91,0,0,0
744378,47.92339,-117.33432,35,-1,532,2,6,10,35,162,0,0,0
744379,47.92356,-117.35562,0,-1,569,0,0,0,0,98,18,0,0
744380,47.92356,-117.35562,0,-1,569,0,0,0,0,98,18,0,0
744381,47.9245,-117.3561,0,-1,569,0,0,0,0,98,0,0,0
744382,47.92559,-117.3431,35,124,566,6,6,10,35,162,108,73,28
744383,47.9256,-117.358,55,69,574,7,11,3,55,162,26,21,11
744384,47.9257,-117.367,0,-1,579,0,0,0,0,122,14,11,6
744385,47.92731,-117.36631,0,-1,579,0,0,0,0,98,0,0,0
744386,47.9298,-117.3653,0,-1,579,0,0,0,0,103,21,32,11
744387,47.93088,-117.36104,45,332,587,9,8,12,45,188,0,0,0
744388,47.93449,-117.36108,0,-1,589,2,0,0,0,102,21,32,11
744389,47.9409,-117.3239,35,209,586,23,6,10,35,162,77,81,34
744390,47.94169,-117.36652,0,-1,588,1,0,0,0,103,49,41,16
744391,47.93925,-117.3418,45,-1,559,2,1,100,45,161,15,17,6
744392,47.92887,-117.3681,45,110,583,6,8,12,45,188,0,0,0
744424,48.01955,-117.3524,45,-1,636,1,8,3,45,188,157,130,70
744425,47.98688,-117.35229,45,-1,601,1,8,12,45,188,123,130,57
744426,47.9709,-117.3511,0,55,604,3,0,0,0,91,133,97,50
744427,47.9735,-117.3482,0,74,596,3,0,0,0,91,564,414,292
744428,48.03388,-117.3472,45,-1,647,0,8,3,45,188,234,130,50
744429,47.97963,-117.3469,35,114,578,5,1,100,35,161,319,235,169
744430,47.9823,-117.3453,25,107,580,4,1,100,25,122,66,49,35
744431,48.0245,-117.3452,0,-1,641,1,0,0,0,91,721,397,293
744432,48.0003,-117.3449,0,-1,603,2,0,0,0,102,0,0,0
744433,48.0101,-117.3424,45,-1,634,1,8,12,45,188,0,0,0
744434,47.9862,-117.3423,35,117,583,5,6,43,35,183,33,24,17
744435,48.01221,-117.34157,0,172,632,11,0,0,0,122,0,0,0
744436,48.03384,-117.33636,0,-1,643,0,0,0,0,121,83,49,23
744437,48.01943,-117.3362,45,-1,637,0,8,3,45,188,0,0,0
744438,47.99401,-117.33608,35,228,591,6,6,19,35,142,71,49,24
744439,47.97229,-117.33599,45,62,574,18,8,12,45,188,45,32,22
744440,47.9831,-117.33059,0,83,547,4,0,0,0,102,55,41,29
744441,47.9831,-117.33059,0,83,547,4,0,0,0,102,55,41,29
744442,48.01572,-117.3254,45,-1,633,0,8,5,45,188,94,97,35
744443,48.01572,-117.3254,45,-1,633,0,8,5,45,188,94,97,35
744444,48.00846,-117.32532,0,-1,633,1,0,0,0,122,0,0,0
744445,48.01568,-117.32001,0,-1,635,1,0,0,0,122,118,122,44
744446,47.9903,-117.31982,55,173,583,9,11,5,55,162,95,49,20
744447,48.0158,-117.3187,0,-1,636,2,0,0,0,122,110,114,41
744448,48.02646,-117.31468,65,35,632,4,16,3,65,162,29,16,9
744449,48.01563,-117.31462,35,90,624,13,6,10,35,162,41,41,13
744450,48.01201,-117.31457,0,-1,629,2,0,0,0,181,24,24,9
744451,48.01558,-117.30922,35,-1,623,2,6,3,35,162,60,57,14
744452,48.00835,-117.30911,0,-1,603,1,0,0,0,102,0,0,0
744453,47.9975,-117.30903,35,-1,603,1,6,10,35,162,37,16,7
744454,47.98665,-117.30902,0,-1,551,2,0,0,0,122,3,24,11
744455,47.9813,-117.3387,45,-1,647,1,8,25,45,186,0,0,0
744456,47.9838,-117.3318,45,89,561,15,8,8,45,185,55,41,29
744457,48.01578,-117.3467,25,-1,635,1,6,3,25,122,110,114,41
744458,48.02315,-117.3257,45,-1,643,0,8,12,45,188,72,41,22
744459,48.0296,-117.341,45,-1,648,1,8,7,45,162,29,16,12
744460,48.03078,-117.3478,35,-1,649,0,6,10,35,162,29,16,12
744461,47.99632,-117.346,0,-1,574,2,0,0,0,122,131,97,53
744462,48.02152,-117.32453,65,-1,641,0,16,3,65,162,43,24,13
744463,48.02659,-117.3524,0,-1,642,2,0,0,0,122,39,32,18
744464,47.97362,-117.3364,0,96,570,9,0,0,0,91,55,41,29
744465,47.99731,-117.3168,0,-1,597,1,0,0,0,102,37,16,7
744466,48.03508,-117.3477,45,-1,646,1,8,8,45,185,190,105,41
744467,48.03522,-117.341,0,-1,645,1,0,0,0,122,72,41,17
744468,48.03427,-117.3493,35,-1,646,0,6,10,35,162,237,138,58
744469,48.03576,-117.3483,0,-1,646,1,0,0,0,91,171,97,40
744470,48.02696,-117.3266,0,-1,644,0,0,0,0,122,29,16,10
744471,47.98694,-117.3158,45,313,557,10,8,8,45,185,8,16,8
744472,47.98801,-117.3232,25,184,559,10,4,23,25,162,105,89,37
744473,47.70231,-117.18355,0,-1,634,1,0,0,0,91,2049,770,720
744474,47.70231,-117.18355,0,-1,634,1,0,0,0,91,2049,770,720
744475,47.7033,-117.2559,0,246,712,11,0,0,0,121,74,49,17
744476,47.7057,-117.2696,0,167,641,10,0,0,0,91,36,32,13
744477,47.70587,-117.2158,0,-1,619,1,0,0,0,91,390,243,152
744478,47.7059,-117.20506,0,-1,622,1,0,0,0,122,681,235,210
744479,47.70591,-117.19431,0,213,677,10,0,0,0,122,61,57,21
744480,47.70592,-117.18891,25,172,712,12,4,23,25,162,0,0,0
744481,47.70936998,-117.2588,0,-1,727,1,0,0,0,93,17,16,6
744482,47.70954,-117.1943,0,209,733,18,0,0,0,91,129,130,50
744483,47.7098,-117.2505,0,-1,726,0,0,0,0,93,17,16,6
744484,47.7099,-117.2506,0,-1,726,0,0,0,0,93,0,0,0
744485,47.712,-117.2042,45,285,651,10,8,12,45,188,9,8,3
744486,47.71299,-117.24274,45,102,705,6,8,12,45,188,0,0,0
744487,47.7163,-117.2043,0,250,731,9,0,0,0,122,21,16,7
744488,47.71662,-117.24812,0,-1,731,1,0,0,0,93,17,16,6
744489,47.71679,-117.19426,0,169,792,8,0,0,0,122,62,65,25
744490,47.718,-117.1985,35,260,772,11,6,10,35,162,0,0,0
744491,47.7204,-117.20501,55,82,737,10,11,3,55,162,53,41,19
744492,47.72111,-117.1884,45,311,849,16,8,9,45,188,0,0,0
744493,47.72402,-117.20499,0,-1,744,2,0,0,0,122,39,41,16
744494,47.7247,-117.186,55,306,854,11,11,3,55,188,0,0,0
744495,47.7345,-117.2417,0,-1,739,0,0,0,0,121,45,41,15
744496,47.735,-117.2078,0,-1,737,2,0,0,0,91,72,65,28
744497,47.7461,-117.2356,0,213,730,13,0,0,0,93,79,57,26
744498,47.7512,-117.2077,0,153,737,4,0,0,0,91,76,65,23
744499,47.753,-117.208,25,8,737,4,6,9,25,162,40,32,13
744500,47.7545,-117.2543,0,-1,574,1,0,0,0,102,26,24,9
744501,47.77,-117.2681,0,-1,559,1,0,0,0,93,41,41,13
744502,47.7754,-117.2587,0,202,571,4,0,0,0,93,46,32,14
744503,47.7784,-117.2317,0,198,725,3,0,0,0,93,38,32,14
744504,47.7824,-117.1898,35,221,729,12,6,24,35,162,0,0,0
744505,47.7828,-117.1858,0,142,761,10,0,0,0,122,0,0,0
744506,47.70629,-117.2626,25,199,688,12,4,23,25,162,49,32,11
744507,47.76477,-117.2306,45,62,704,15,8,33,45,188,0,0,0
744508,47.73351,-117.2101,0,225,733,3,0,0,0,93,26,24,10
744509,47.72214,-117.2076,0,54,751,3,0,0,0,91,161,130,57
744510,47.72211,-117.207,0,82,749,3,0,0,0,91,140,114,50
744511,47.73116,-117.2723,0,-1,729,1,0,0,0,93,0,0,0
744512,47.70271,-117.2508,0,-1,722,1,0,0,0,91,67,49,18
744513,47.76815,-117.1825,0,207,796,10,0,0,0,122,50,32,15
744514,47.78066,-117.2359,0,253,681,7,0,0,0,121,45,24,12
744515,47.70214,-117.252,0,179,723,4,0,0,0,121,67,49,18
744516,47.71025,-117.226,0,163,680,26,0,0,0,122,48,41,17
744517,47.73202,-117.2662,0,-1,729,2,0,0,0,122,91,81,31
744518,47.73565,-117.2119,0,260,730,3,0,0,0,122,26,24,10
744519,47.71504,-117.2109,55,105,689,11,11,3,55,188,110,81,25
744520,47.75811,-117.3629,0,77,589,6,0,0,0,91,0,8,0
744521,47.76390456,-117.362525,0,-1,581,0,0,0,0,91,1289,868,573
744522,47.7343,-117.3618,0,-1,603,1,0,0,0,91,0,49,0
744523,47.7667,-117.3618,0,-1,582,2,0,0,0,91,996,795,471
744524,47.7627,-117.3617,0,-1,582,0,0,0,0,122,840,592,395
744525,47.75217,-117.3602,0,-1,596,2,0,0,0,91,0,0,0
744526,47.75245,-117.36,0,304,598,5,0,0,0,91,0,0,0
744527,47.71702,-117.3592,45,-1,616,2,6,20,45,183,0,57,0
744528,47.75116,-117.3591,0,48,606,7,0,0,0,91,0,0,0
744529,47.7758,-117.3585,0,-1,576,2,0,0,0,91,596,349,207
744530,47.7758,-117.3585,0,-1,576,2,0,0,0,91,596,349,207
744531,47.73768,-117.3578,0,170,657,16,0,0,0,122,0,8,0
744532,47.7653,-117.3572,0,-1,582,1,0,0,0,91,1581,835,547
744533,47.744843,-117.357192,0,317,631,11,0,0,0,91,0,0,0
744534,47.7343,-117.3542,0,219,640,11,0,0,0,122,11,8,3
744535,47.7628,-117.3539,0,-1,579,1,0,0,0,91,165,211,53
744536,47.78157,-117.3534,15,-1,566,2,5,22,15,122,25,57,15
744537,47.73415,-117.3515,0,186,655,16,0,0,0,122,22,16,5
744538,47.7589,-117.3506,0,80,587,6,0,0,0,91,172,138,65
744539,47.76728,-117.34955,0,-1,581,1,0,0,0,91,755,397,242
744540,47.73507,-117.3495,0,125,655,17,0,0,0,122,0,0,0
744541,47.7326,-117.3435,55,277,695,16,11,3,55,162,73,8,2
744542,47.70502,-117.3429,45,298,652,20,8,3,45,188,21,16,6
744543,47.78018,-117.3427,45,-1,569,1,6,20,45,183,60,32,23
744544,47.78209,-117.3408,35,280,563,5,9,3,35,162,0,0,0
744545,47.73054,-117.3407,0,174,709,8,0,0,0,101,535,73,22
744546,47.701802,-117.339437,45,278,682,6,8,13,45,188,35,8,5
744547,47.7099,-117.3393,35,23,661,13,6,6,35,162,0,0,0
744548,47.78449,-117.3389,55,331,559,22,11,3,55,188,0,0,0
744549,47.69965,-117.3417,0,278,661,8,0,0,0,102,0,8,0
744550,47.69899,-117.3413,0,269,668,9,0,0,0,91,2,16,2
744551,47.75338,-117.3581,0,-1,593,2,0,0,0,91,33,16,4
744552,47.71876,-117.359,0,-1,618,1,0,0,0,91,39,65,20
744592,47.70348,-117.3361,0,158,721,21,0,0,0,102,0,0,0
744593,47.7098,-117.3358,0,228,711,14,0,0,0,122,0,0,0
744594,47.7489,-117.3355,0,-1,648,2,0,0,0,102,31,24,11
744595,47.70187,-117.3334,55,216,707,4,11,3,55,188,70,16,11
744596,47.70275,-117.332,0,248,731,5,0,0,0,102,0,0,0
744597,47.70667,-117.3315,0,251,811,4,0,0,0,99,0,0,0
744598,47.72328,-117.3238,0,129,664,8,0,0,0,121,112,73,29
744599,47.7235,-117.3216,0,146,653,8,0,0,0,91,96,65,25
744600,47.72561,-117.3173,45,13,664,3,6,20,45,183,131,89,35
744601,47.71206,-117.3161,0,-1,744,1,0,0,0,102,136,89,41
744602,47.7031,-117.3133,0,-1,730,2,0,0,0,102,49,24,10
744603,47.70901,-117.3063,45,100,746,6,8,12,45,188,88,24,22
744604,47.70167,-117.304,35,74,649,19,6,10,35,162,840,251,255
744605,47.7415,-117.2983,0,62,650,11,0,0,0,122,22,16,7
744606,47.73067,-117.2973,0,-1,719,0,0,0,0,93,151,114,47
744607,47.7312,-117.2958,0,-1,718,1,0,0,0,102,119,89,37
744608,47.721,-117.2944,0,356,718,3,0,0,0,122,18,16,5
744609,47.7059,-117.2908,0,-1,674,2,0,0,0,91,1371,487,683
744610,47.71561,-117.2848,55,37,727,3,11,3,55,188,29,8,8
744611,47.73053,-117.2846,45,302,674,8,8,3,45,188,104,81,34
744612,47.71578,-117.2814,0,345,716,5,0,0,0,122,0,0,0
744613,47.706,-117.2803,0,111,616,11,0,0,0,91,584,235,296
744614,47.7496,-117.2802,45,214,677,26,8,12,45,188,0,0,0
744615,47.7209,-117.2756,35,268,720,8,6,24,35,162,81,73,30
744652,47.879,-117.1923,65,266,1003,17,16,10,65,165,0,0,0
744653,47.88319,-117.2423,0,138,644,10,0,0,0,122,18,16,6
744654,47.88326,-117.25265,25,125,628,20,4,36,25,162,0,0,0
744655,47.89051,-117.24714,35,119,623,17,6,24,35,162,22,24,9
744656,47.8929,-117.1801,65,282,905,16,16,37,65,165,0,0,0
744657,47.89775,-117.25253,0,207,629,3,0,0,0,121,0,0,0
744658,47.8981,-117.2281,55,147,724,15,11,3,55,188,0,0,0
744659,47.90472,-117.19393,35,238,937,18,6,16,35,142,27,16,11
744660,47.9086,-117.227,0,169,752,9,0,0,0,102,0,0,0
744661,47.9117,-117.2175,15,173,777,13,3,35,15,122,11,16,6
744662,47.91193,-117.21522,45,241,767,13,8,12,45,188,0,0,0
744663,47.91211,-117.24153,65,38,710,13,16,3,65,162,61,73,28
744664,47.9156,-117.1945,45,183,908,8,8,14,45,142,34,16,10
744665,47.9172,-117.2114,55,293,842,4,11,3,55,188,36,49,19
744666,47.9206,-117.2228,45,291,768,29,8,5,45,188,0,0,0
744667,47.9222,-117.2375,0,150,742,6,0,0,0,102,41,41,16
744668,47.92426,-117.2279,0,191,792,3,0,0,0,91,0,0,0
744669,47.9245,-117.1845,45,214,974,15,8,25,45,188,0,0,0
744670,47.92562,-117.2178,0,200,839,5,0,0,0,99,25,24,9
744671,47.92626,-117.21,0,127,840,13,0,0,0,91,14,16,6
744672,47.92638,-117.24169,25,14,730,6,4,13,25,142,0,0,0
744673,47.92989,-117.23112,35,248,786,5,6,10,35,162,24,24,12
744674,47.93054029,-117.2446778,65,323,692,28,16,6,65,165,0,0,0
744675,47.9389,-117.206,35,170,838,10,6,19,35,188,0,0,0
744676,47.9435,-117.1906,55,278,905,7,11,3,55,162,0,0,0
744677,47.94769,-117.18329,75,40,873,18,22,12,75,165,0,0,0
744678,47.9503,-117.2458,35,150,691,3,6,24,35,162,0,0,0
744679,47.9665,-117.2522,0,-1,657,2,0,0,0,91,48,49,20
744680,47.96808,-117.22229,0,75,725,6,0,0,0,183,17,16,6
744681,47.96983,-117.2539,0,-1,646,2,0,0,0,102,64,65,26
744682,47.97028,-117.2531,0,5,644,3,0,0,0,101,68,65,27
744683,47.97056,-117.2237,0,24,712,5,0,0,0,121,68,65,25
744684,47.96098,-117.2522,45,-1,669,2,8,25,45,188,36,24,11
744685,47.8839,-117.2006,0,216,877,7,0,0,0,122,21,16,8
744686,47.89906,-117.2543,0,-1,635,2,0,0,0,91,33,32,12
744687,47.89581618,-117.2283141,75,307,671,16,22,3,75,165,0,0,0
744688,47.88390618,-117.2006141,0,216,877,7,0,0,0,122,21,16,8
744689,47.94492,-117.32384,35,300,588,3,1,100,35,161,84,89,38
744690,47.94783,-117.3251,35,-1,612,1,6,10,35,162,23,24,10
744691,47.94868,-117.34525,0,110,576,6,0,0,0,91,168,122,48
744692,47.94877,-117.35593,0,-1,568,0,0,0,0,102,14,8,4
744693,47.95225,-117.33994,55,-1,558,0,11,3,55,188,119,41,27
744694,47.95263,-117.352,0,-1,607,2,0,0,0,91,16,16,6
744695,47.9532,-117.3586,0,219,577,4,0,0,0,93,37,24,9
744696,47.9539,-117.3335,55,229,537,10,11,3,55,188,33,36,15
744697,47.95685,-117.3352,35,257,536,5,6,10,35,162,22,27,9
744698,47.9576,-117.3583,45,-1,604,1,6,20,45,183,69,41,21
744699,47.95854,-117.32388,0,280,604,7,0,0,0,91,63,49,29
744700,47.95855,-117.32923,0,-1,564,2,0,0,0,93,23,24,10
744701,47.9586,-117.33462,35,255,539,3,1,100,35,161,26,27,11
744702,47.95892,-117.3552,45,-1,609,0,8,3,45,188,55,32,17
744703,47.96143,-117.34688,25,89,589,6,4,23,25,162,20,16,11
744704,47.96399,-117.3594,45,-1,605,0,8,12,45,188,0,0,0
744705,47.96511,-117.35768,0,-1,609,2,0,0,0,122,5,8,2
744706,47.96859,-117.32511,35,315,623,10,6,10,35,162,0,0,0
744707,47.96862,-117.33052,55,234,559,16,11,3,55,188,82,97,48
744708,47.96869,-117.34143,35,65,592,8,6,9,35,142,0,0,0
744709,47.96869,-117.34143,35,65,592,8,6,9,35,142,0,0,0
744710,47.96869,-117.34143,35,65,592,8,6,9,35,142,0,0,0
744711,47.96342,-117.3546,35,-1,613,0,6,24,35,162,5,8,2
744712,47.6932,-117.3359,0,202,781,6,0,0,0,122,0,0,0
744713,47.682088,-117.335085,0,-1,588,2,0,0,0,101,1280,227,529
744714,47.68415,-117.335,0,-1,589,2,0,0,0,101,1515,446,462
744715,47.68166,-117.3347,0,108,582,8,0,0,0,91,807,155,316
744716,47.68255,-117.3344,0,107,586,7,0,0,0,91,980,238,357
744717,47.6887,-117.3343,25,173,644,10,4,23,25,162,61,32,11
744718,47.6826,-117.3336,0,105,577,5,0,0,0,91,704,190,233
744719,47.69426,-117.3336,0,119,768,20,0,0,0,122,16,8,3
744720,47.68318,-117.3332,0,85,576,5,0,0,0,91,692,184,229
744721,47.69522,-117.3311,0,118,748,7,0,0,0,122,0,0,0
744722,47.6897,-117.3288,35,206,662,13,6,10,35,162,0,0,0
744723,47.6872,-117.3287,0,155,600,16,0,0,0,122,0,0,0
744724,47.68692,-117.3284,0,157,593,9,0,0,0,91,0,0,0
744725,47.6924,-117.3281,45,74,668,10,8,12,45,188,0,0,0
744726,47.68771,-117.32792,45,139,598,8,8,12,45,188,0,0,0
744727,47.68771,-117.32792,45,139,598,8,8,12,45,188,0,0,0
744728,47.68793,-117.3278,55,156,599,6,11,3,55,188,0,0,0
744729,47.6877,-117.3276,55,195,605,5,11,3,55,188,0,0,0
744730,47.68938,-117.3269,35,116,618,22,6,10,35,162,0,0,0
744731,47.6879,-117.3234,25,145,590,3,6,9,25,162,20,26,13
744732,47.68835,-117.3225,35,128,589,3,6,24,35,162,41,34,16
744733,47.69609,-117.3138,0,178,612,5,0,0,0,91,33,16,7
744734,47.697,-117.3126,35,164,630,9,6,10,35,162,16,8,3
744735,47.69625,-117.3124,45,191,617,7,8,3,45,188,33,16,7
744736,47.6927,-117.3092,0,2,593,6,0,0,0,102,28,24,20
744737,47.69787,-117.3076,0,155,654,11,0,0,0,122,0,0,0
744738,47.69512,-117.3069,45,148,587,11,12,3,45,188,58,49,41
744739,47.68031,-117.2912,0,-1,599,0,0,0,0,91,1094,543,373
744740,47.68871,-117.3282,0,162,633,19,0,0,0,122,0,0,0
744759,47.98701,-117.2649,45,14,618,4,8,12,45,188,0,0,0
744760,47.9827,-117.2601,0,-1,622,1,0,0,0,121,0,0,0
744761,47.9974,-117.2556,0,-1,620,1,0,0,0,93,29,24,10
744762,47.97909,-117.25471,0,232,625,3,0,0,0,91,81,81,33
744763,47.98143783,-117.2540985,0,-1,625,2,0,0,0,121,48,49,20
744764,47.9793,-117.2533,45,251,631,4,8,5,45,188,41,41,16
744765,48.0001,-117.253,25,-1,625,1,4,9,25,142,19,16,6
744766,48.0124,-117.2514,0,-1,640,0,0,0,0,122,29,24,10
744767,47.98049,-117.2493,35,-1,654,2,6,24,35,162,67,65,25
744768,48.01186002,-117.2489,45,311,648,5,8,22,45,185,10,8,3
744769,48.00461,-117.24887,0,211,646,4,0,0,0,121,0,0,0
744770,48.01911,-117.24885,0,-1,645,1,0,0,0,121,21,16,7
744771,48.02115,-117.2457,45,-1,644,0,8,5,45,188,21,16,7
744772,47.9791,-117.24381,0,271,664,6,0,0,0,91,42,41,15
744773,48.0014,-117.2435,55,232,638,3,11,3,55,162,10,8,3
744774,48.0143,-117.2383,0,-1,645,1,0,0,0,122,51,41,19
744775,48.00819,-117.238,45,320,660,3,8,3,45,188,31,24,11
744776,47.9859,-117.238,25,18,633,4,6,6,25,185,75,73,28
744777,48.0297,-117.2374,45,252,647,3,8,12,45,188,11,8,4
746846,47.2691,-117.0407,0,120,787,3,0,0,0,102,0,0,0
746869,47.3255,-117.3115,0,-1,741,2,0,0,0,93,0,0,0
746871,47.31557133,-117.2976812,0,-1,753,2,0,0,0,93,0,0,0
746872,47.34178,-117.3076,0,260,765,7,0,0,0,93,0,0,0
746873,47.32723002,-117.2891,0,31,767,5,0,0,0,102,0,0,0
746874,47.2973,-117.0796,0,263,995,18,0,0,0,102,0,0,0
746875,47.306,-117.10707,0,222,840,9,0,0,0,93,0,0,0
746876,47.32729,-117.33419,25,295,704,5,4,23,25,162,0,0,0
746877,47.3372,-117.3415,0,38,723,5,0,0,0,122,0,0,0
746880,47.3199,-117.345,0,173,715,4,0,0,0,102,0,0,0
746887,47.3049,-117.1088,0,272,822,6,0,0,0,102,0,0,0
746889,47.27198,-117.28342,0,12,735,3,0,0,0,93,6,24,4
746890,47.32392615,-117.1060139,0,160,876,12,0,0,0,122,14,24,4
747068,47.3798,-117.0549,35,61,902,16,6,24,35,162,0,0,0
747071,47.369,-117.0776,0,276,816,5,0,0,0,93,0,0,0
747075,47.35284,-117.14495,35,341,859,13,6,10,35,162,0,0,0
747076,47.39287,-117.25185,35,33,712,21,6,9,35,142,0,0,0
747077,47.33126,-117.12329,35,82,873,7,6,5,35,142,0,0,0
747078,47.40376,-117.26264,0,283,718,7,0,0,0,102,0,0,0
747079,47.37813,-117.05915,0,245,863,9,0,0,0,93,0,0,0
747080,47.40351,-117.12859,35,359,856,12,9,3,35,142,0,0,0
747081,47.37101001,-117.1503,0,219,814,8,0,0,0,93,0,0,0
747082,47.37457998,-117.2625,0,110,764,6,0,0,0,93,0,0,0
747083,47.39285,-117.2465,35,203,705,7,6,10,35,162,0,0,0
747146,47.38172,-117.31805,0,-1,740,1,0,0,0,122,11,24,5
747147,47.41809,-117.29491,0,233,755,6,0,0,0,93,0,0,0
747148,47.4254,-117.27895,0,-1,751,1,0,0,0,93,0,0,0
747149,47.45449998,-117.3176,0,287,773,7,0,0,0,93,0,0,0
747150,47.4616,-117.3551,0,-1,745,1,0,0,0,93,0,0,0
747151,47.4725,-117.355,0,148,762,6,0,0,0,102,0,0,0
747152,47.47618999,-117.3174,45,15,631,16,8,17,45,184,17,32,9
747153,47.47977,-117.35497,0,247,749,3,0,0,0,102,0,0,0
747154,47.48341,-117.36035,0,-1,733,1,0,0,0,122,0,0,0
747155,47.49052,-117.30055,0,-1,744,2,0,0,0,93,0,0,0
747156,47.49073,-117.33883,0,-1,740,1,0,0,0,121,0,0,0
747157,47.49428,-117.32269,35,-1,588,0,6,11,35,161,0,0,0
747158,47.49806,-117.35505,45,3,627,15,8,3,45,188,22,16,8
747159,47.50871,-117.28957,0,-1,751,0,0,0,0,93,0,0,0
747160,47.50899,-117.33894,0,29,688,5,0,0,0,123,0,0,0
747161,47.50901,-117.34437,45,253,604,34,8,5,45,188,0,0,0
747162,47.50901,-117.34437,45,253,604,34,8,5,45,188,0,0,0
747163,47.51262,-117.34429,45,349,589,9,8,3,45,188,0,0,0
747164,47.51616,-117.3226,55,327,665,32,11,5,55,162,0,0,0
747165,47.51975,-117.3119,0,150,727,11,0,0,0,102,0,0,0
747166,47.42536,-117.26829,35,157,651,16,6,10,35,162,0,0,0
747167,47.40014,-117.2734,0,119,716,10,0,0,0,102,19,8,5
747168,47.50506,-117.28948,0,157,741,5,0,0,0,102,0,0,0
747169,47.5297,-117.289,0,233,756,3,0,0,0,93,21,24,7
747170,47.4586,-117.2708,0,-1,804,2,0,0,0,93,0,0,0
747171,47.49433,-117.32807,0,219,606,27,0,0,0,122,0,0,0
747172,47.5181,-117.3319,35,165,722,9,9,3,35,162,24,16,8
